Brand,Type,Reg_year,Reg_month,Days_since_registration,Coe_left,Depreciation,Mileage,Road_Tax,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,ARF,Power,Number_of_Owners,Price
Honda,Mpv,2007,4,6504,303,10110,170600,1467,4374,26004,1799,1350,2007,Auto,19024,18582,103,4,8500
Volvo,Luxury Sedan,2017,1,2926,2053,16790,66000,1176,63277,52807,1969,1716,2016,Auto,37621,44670,187,2,117000
Subaru,Mpv,2010,1,5480,2817,8010,175000,1447,24707,31933,1994,1590,2008,Auto,35867,35867,165,4,62000
Volkswagen,Sports Car,2012,8,4534,84,15340,110000,620,22865,68656,1390,1285,2012,Auto,26183,26183,118,3,32000
Mercedes-Benz,Sports Car,2008,4,6127,2504,8710,195502,1364,28113,40881,1796,1675,2007,Auto,62252,62252,135,6,59888
Bmw,Luxury Sedan,2010,5,5362,3269,8250,155000,1976,30119,33568,2497,1650,2010,Auto,45032,45032,150,4,74000
Volkswagen,Hatchback,2011,12,4779,203,31090,28000,620,14300,52392,1390,1241,2011,Auto,22686,22686,90,2,28888
Audi,Luxury Sedan,2013,10,4110,872,17820,16639,1194,45323,87910,1984,1565,2013,Auto,38181,40454,132,2,62900
Mercedes-Benz,Luxury Sedan,2019,9,1948,3033,16450,25000,586,68186,37000,1332,1410,2019,Auto,41333,49867,100,1,161800
Bmw,Sports Car,2010,3,5432,3200,14330,60000,4738,31098,35416,3999,1830,2008,Auto,105658,105658,308,3,125800
Skoda,Mid-Sized Sedan,2019,10,1917,3064,13750,14000,1194,51129,40000,1984,1577,2018,Auto,26300,28820,180,1,129999
Subaru,Suv,2018,10,2311,2670,11830,23000,710,22814,14000,1998,1682,2018,Auto,16744,16744,177,1,95018
Audi,Suv,2016,3,3233,1747,13960,60000,624,47701,50089,1395,1480,2016,Auto,29869,33817,110,2,83888
Bmw,Suv,2017,8,2725,2257,18500,59000,1210,65156,53711,1997,1680,2017,Auto,36108,42552,135,1,135800
Honda,Hatchback,2019,7,2039,2944,8320,24000,578,27559,29159,1317,1030,2019,Auto,15365,5365,73,1,69800
Nissan,Suv,2017,6,2777,2206,11920,58300,1210,50126,50110,1997,1626,2017,Auto,24596,26435,106,1,85300
Mercedes-Benz,Luxury Sedan,2018,3,2505,2475,19790,75000,1202,89541,42661,1991,1615,2017,Auto,60411,80740,155,2,174800
Mercedes-Benz,Luxury Sedan,2020,9,1604,3375,14750,5500,684,59387,33000,1497,1505,2020,Auto,33169,38437,95,1,155800
Bmw,Luxury Sedan,2020,6,1678,3304,19030,17000,1210,72875,32500,1998,1540,2019,Auto,51807,65253,135,1,205000
Maserati,Luxury Sedan,2017,8,2710,2272,32000,24000,2362,159576,50000,2979,1900,2013,Auto,110700,171260,302,2,285000
Toyota,Mpv,2009,8,5644,1165,8510,138000,1169,12769,19968,1797,1340,2009,Auto,21599,21599,106,4,27200
Toyota,Mpv,2014,8,3827,1155,13210,113000,1638,45034,69001,2362,1790,2013,Auto,31278,35790,125,2,59800
Honda,Stationwagon,2018,4,2494,2486,9810,41505,682,33860,38830,1496,1130,2017,Auto,19813,9813,97,2,71888
Mazda,Mid-Sized Sedan,2015,11,3355,1626,9800,96000,682,32031,56001,1496,1321,2015,Auto,15032,10032,88,1,48800
Bmw,Luxury Sedan,2015,7,3491,1463,24050,96500,2362,101778,65501,2979,1845,2014,Auto,75053,107096,235,3,152000
Porsche,Sports Car,2017,3,2880,2100,64400,25000,3944,324348,50621,3996,1995,2016,Auto,234198,393557,404,3,568000
Toyota,Mid-Sized Sedan,2016,12,2959,2021,9900,57388,742,41088,49751,1598,1205,2016,Auto,17982,17982,90,1,63888
Honda,Luxury Sedan,2009,3,5786,2846,6880,145000,1573,25790,33018,1997,1505,2008,Auto,33066,33066,115,2,53777
Toyota,Mpv,2008,6,6061,2574,6800,178000,1264,26752,37906,1794,1310,2008,Auto,18803,18803,97,2,48000
Bmw,Luxury Sedan,2012,8,4538,80,30070,126000,2362,39984,92700,2979,1520,2012,Auto,52104,52104,225,2,62800
Mercedes-Benz,Luxury Sedan,2015,5,3537,1443,16720,58000,1202,61436,78001,1991,1655,2014,Auto,42793,46911,135,1,89800
Nissan,Suv,2016,7,3107,1846,10100,58000,508,37522,53000,1197,1285,2016,Auto,18689,13689,85,1,58800
Mazda,Hatchback,2016,5,3190,1789,8600,90000,682,27083,47889,1496,1036,2016,Auto,15064,5064,85,2,44800
Volvo,Suv,2021,5,1351,3627,14990,1889,1176,72560,62100,1969,1695,2020,Auto,28316,31643,140,1,165000
Maserati,Luxury Sedan,2017,11,2617,2363,30540,30000,2362,153767,48005,2979,1900,2017,Auto,106418,163553,257,2,279800
Honda,Sports Car,2007,9,6333,2301,12990,212000,1694,31786,50355,1998,1390,2007,Manual,23604,25965,162,3,82000
Mini,Sports Car,2014,7,3835,1119,16410,73400,742,50260,80710,1598,1335,2013,Auto,33001,38202,135,2,70800
Mazda,Mid-Sized Sedan,2015,10,3382,1600,10090,83620,682,33783,56209,1496,1321,2015,Auto,17996,12996,88,1,50800
Kia,Mid-Sized Sedan,2019,10,1925,3056,8320,22100,738,35668,31759,1591,1287,2019,Auto,12057,12057,93,1,75800
Nissan,Suv,2015,11,3354,1627,10320,49667,508,34413,56001,1197,1285,2015,Auto,18413,13413,85,1,52800
Mazda,Mid-Sized Sedan,2015,6,3501,1483,10900,90646,682,28301,61000,1496,1321,2015,Auto,14720,5000,88,1,46800
Audi,Suv,2016,11,2982,1998,16260,30791,1194,63617,56340,1984,1845,2016,Auto,36901,43662,132,2,111000
Bmw,Luxury Sedan,2012,12,4425,191,20170,81262,1210,31920,86889,1997,1420,2012,Auto,35829,35829,135,2,48800
Bmw,Luxury Sedan,2011,5,4997,3609,10180,122141,2362,46862,47316,2979,1700,2011,Auto,66259,66259,225,3,100800
Mitsubishi,Suv,2016,6,3164,1815,12220,24000,1636,41315,49602,2360,1530,2016,Auto,22635,23689,123,1,72800
Honda,Hatchback,2019,4,2122,2857,8010,22000,578,27325,29159,1317,1030,2018,Auto,15937,5937,73,1,65800
Kia,Hatchback,2012,2,4718,262,13990,123000,738,10738,57009,1591,1261,2011,Auto,13135,13135,91,3,16800
Toyota,Suv,2019,9,1972,3010,15640,36183,2028,60841,39728,2694,1875,2019,Auto,32425,37395,122,1,147800
Mercedes-Benz,Suv,2020,4,1761,3218,24030,14700,1202,83938,32801,1991,1795,2019,Auto,56277,73299,190,1,248800
Audi,Suv,2016,2,3259,1720,25120,86521,1194,79653,46970,1984,2050,2015,Auto,61144,82060,185,1,159800
Honda,Mpv,2017,12,2604,2376,13790,63000,1630,60322,53711,2356,1855,2017,Auto,29808,33732,129,1,106800
Lexus,Luxury Sedan,2019,3,2140,2840,16140,41000,1784,62856,35310,2487,1620,2018,Auto,39999,47999,152,1,149800
Toyota,Suv,2018,6,2409,2574,13070,25187,1210,53160,37989,1998,1695,2018,Auto,30808,35132,170,1,109800
Toyota,Mpv,2008,12,5888,2729,6650,115200,1264,24060,32121,1794,1310,2008,Auto,18803,18803,97,2,49800
Mercedes-Benz,Luxury Sedan,2018,1,2564,2415,15340,49000,740,63128,45289,1595,1425,2017,Auto,37239,44135,115,1,123800
Honda,Hatchback,2019,8,1979,3003,8170,23000,578,30084,31917,1317,1030,2019,Auto,15064,5064,73,1,69800
Toyota,Mid-Sized Sedan,2018,4,2478,2501,8300,63000,682,36381,38000,1496,1085,2018,Auto,13707,13707,79,2,63888
Kia,Mid-Sized Sedan,2019,4,2127,2853,8560,75176,738,30406,25689,1591,1287,2018,Auto,13722,13722,93,1,73888
Toyota,Mid-Sized Sedan,2009,9,5613,3020,6010,111600,890,24428,29485,1598,1195,2009,Auto,17853,17853,80,3,49800
Toyota,Mpv,2009,8,5630,2879,7080,128402,1169,27989,35411,1797,1340,2009,Auto,21562,21247,106,5,55998
Mazda,Suv,2020,8,1626,3355,12560,4300,1210,48923,36502,1998,1576,2019,Auto,24580,26412,121,1,128800
Toyota,Mpv,2015,8,3449,1534,11500,73858,976,42967,60789,1798,1360,2015,Auto,23454,24836,105,1,60800
Mazda,Mid-Sized Sedan,2013,6,4236,748,11270,134586,742,22965,66989,1598,1275,2012,Auto,17418,17418,77,2,31800
Nissan,Suv,2016,4,3199,1780,10190,51000,508,32913,47300,1197,1285,2016,Auto,18974,13974,85,1,56800
Nissan,Suv,2019,3,2154,2825,10500,16000,508,35825,26309,1197,1325,2018,Auto,20399,20559,85,1,91700
Bentley,Luxury Sedan,2017,7,2751,2202,60960,8500,3940,279445,50110,3993,2417,2017,Auto,199843,331718,373,1,538800
Toyota,Mid-Sized Sedan,2016,6,3151,1832,10910,60300,742,41957,53694,1598,1215,2016,Auto,19990,19990,90,1,64800
Nissan,Suv,2017,11,2619,2361,11480,40000,1210,57332,57414,1997,1626,2017,Auto,24886,26841,106,1,87800
Audi,Luxury Sedan,2017,2,2895,2083,11460,58912,392,40612,49430,999,1280,2016,Auto,24592,16429,85,1,73800
Mitsubishi,Mid-Sized Sedan,2017,5,2813,2166,7060,67000,506,34679,52000,1193,940,2016,Auto,14052,5000,57,2,44500
Bmw,Suv,2017,1,2932,2047,19420,71000,1210,66597,52807,1997,1735,2016,Auto,40866,49213,135,1,133800
Porsche,Suv,2015,12,3318,1663,29520,110373,2382,96448,57501,2997,1940,2015,Auto,72190,101942,250,3,185800
Mazda,Mid-Sized Sedan,2009,8,5647,2987,6590,128000,890,24025,29328,1598,1275,2009,Auto,20044,20044,77,5,54000
Toyota,Mid-Sized Sedan,2011,5,4999,1807,7210,141122,684,21912,22069,1497,1095,2010,Auto,11891,11891,80,2,35800
Bmw,Mpv,2018,3,2507,2473,12680,51000,684,54588,38830,1499,1480,2018,Auto,32596,37635,75,1,104888
Honda,Hatchback,2016,12,2952,2028,9040,75000,578,32115,50951,1317,1020,2016,Auto,14535,5000,73,1,52800
Hyundai,Stationwagon,2019,11,1892,3088,10450,23000,600,47722,40009,1353,1457,2019,Auto,18424,18424,103,1,97800
Honda,Hatchback,2008,3,6165,277,8210,159000,826,6940,19637,1339,1010,2008,Auto,12436,13680,73,4,14500
Bmw,Sports Car,2012,12,4437,179,76690,109000,3948,52093,90200,3999,1675,2011,Auto,70137,70137,309,2,150000
Toyota,Mpv,2016,11,2995,1985,9710,60000,682,36257,50991,1496,1320,2016,Auto,20924,11294,80,1,58555
Mercedes-Benz,Luxury Sedan,2016,8,3102,1851,16740,70651,740,53042,49156,1595,1425,2016,Auto,35663,36929,115,1,104800
Bmw,Luxury Sedan,2013,2,4354,260,16960,110000,1210,37146,92667,1997,1610,2013,Auto,43457,38457,135,1,48500
Toyota,Suv,2016,6,3159,1820,13860,86000,1196,45232,38610,1986,1610,2015,Auto,32170,37038,111,1,87800
Toyota,Mpv,2018,4,2473,2506,10580,30722,976,42422,39903,1798,1355,2017,Auto,19955,19955,105,1,82800
Subaru,Suv,2020,7,1660,3292,12270,12613,1208,42606,37989,1995,1591,2019,Auto,18515,18515,115,1,120988
Mercedes-Benz,Hatchback,2019,12,1875,3105,14400,30000,586,63922,37900,1332,1375,2018,Auto,35837,42172,120,1,143800
Mitsubishi,Mid-Sized Sedan,2016,6,3145,1838,9100,68000,738,37444,53694,1590,1284,2016,Auto,13855,13855,86,1,52800
Mitsubishi,Suv,2017,5,2807,2172,9230,69513,1210,45539,54406,1998,1417,2017,Auto,17452,17452,110,1,63800
Mercedes-Benz,Luxury Sedan,2015,11,3365,1616,16830,108000,740,55312,58109,1595,1425,2015,Auto,39409,42173,115,1,95800
Honda,Hatchback,2019,7,2032,2920,8500,30000,578,34203,36704,1317,1030,2019,Auto,16011,6011,73,1,71800
Honda,Hatchback,2008,5,6112,2519,6770,142000,826,26420,38192,1339,1010,2008,Auto,12035,13239,73,3,46800
Mitsubishi,Suv,2017,2,2900,2078,12010,70000,1636,48770,52807,2360,1625,2016,Auto,23447,24826,123,1,81000
Toyota,Hatchback,2008,8,6008,801,8650,132621,736,7514,17099,1297,1040,2007,Auto,13855,13855,68,4,18998
Kia,Hatchback,2008,8,6020,760,8320,207000,959,7402,17099,1591,1303,2008,Auto,10336,8027,89,3,18000
Volkswagen,Hatchback,2019,2,2162,2816,12090,26000,624,40258,26301,1395,1270,2018,Auto,24682,26555,92,1,106800
Toyota,Mpv,2016,9,3060,1921,11540,70000,976,45018,57010,1798,1360,2016,Auto,19955,19955,105,1,70800
Mitsubishi,Suv,2017,2,2907,2071,11840,122200,1636,48839,53106,2360,1625,2016,Auto,23447,24826,123,1,79800
Volkswagen,Hatchback,2016,6,3137,1846,11910,99000,624,38718,53694,1395,1249,2015,Auto,23854,15396,92,1,67988
Mitsubishi,Suv,2019,8,1986,2996,11450,33000,1210,47397,40001,1998,1480,2018,Auto,19374,19374,110,1,103800
Honda,Stationwagon,2019,9,1966,3015,9280,19520,682,33884,31783,1496,1130,2019,Auto,20091,10128,97,1,81800
Audi,Luxury Sedan,2013,12,4048,933,14260,115000,1194,43667,77501,1984,1565,2013,Auto,38193,40471,132,1,56800
Honda,Hatchback,2017,5,2808,2171,9490,45000,684,40356,51600,1498,1046,2016,Auto,17792,12792,96,1,62999
Mercedes-Benz,Suv,2017,7,2757,2196,21970,60000,1202,75325,50110,1991,1735,2017,Auto,48334,59668,155,1,163888
Hyundai,Suv,2018,11,2253,2727,11750,45000,738,41246,31301,1591,1594,2018,Auto,22683,23757,130,1,99800
Bmw,Luxury Sedan,2017,4,2844,2135,21810,90700,1210,82788,54405,1998,1540,2017,Auto,53252,67854,185,1,161800
Mercedes-Benz,Luxury Sedan,2011,7,4940,3609,7670,158402,742,41878,42283,1597,1500,2011,Auto,31019,31019,115,3,75998
Toyota,Luxury Sedan,2015,9,3409,1573,11690,84500,1210,47347,60001,1998,1480,2015,Auto,27591,30628,123,1,65800
Honda,Suv,2007,11,6271,172,11490,173921,1369,7422,25084,1799,1410,2007,Auto,19650,21615,103,5,16998
Toyota,Mpv,2006,6,6792,1815,6800,158000,1458,22961,46048,1794,1300,2006,Auto,20824,22907,97,3,33888
Mercedes-Benz,Luxury Sedan,2010,8,5294,3310,8790,132000,1071,30735,33568,1796,1650,2010,Auto,56996,56996,150,3,80500
Audi,Luxury Sedan,2016,10,3012,1969,14630,41900,976,63061,56340,1798,1645,2016,Auto,40383,43537,140,1,100800
Mercedes-Benz,Hatchback,2018,12,2234,2746,14640,17000,586,51090,31101,1332,1375,2018,Auto,32046,36865,120,1,128800
Mini,Hatchback,2015,2,3641,1338,15340,77988,742,41315,62002,1598,1295,2014,Auto,26027,28438,88,1,70700
Bmw,Suv,2020,10,1552,3428,19100,10799,1210,68404,40301,1998,1685,2019,Auto,40234,48328,135,1,203800
Honda,Mpv,2008,12,5892,915,9540,112483,887,6935,13786,1496,1310,2008,Auto,20212,20212,87,4,23999
Mercedes-Benz,Hatchback,2016,7,3115,1838,12630,53873,740,45257,52301,1595,1425,2015,Auto,26882,24635,90,1,76988
Mercedes-Benz,Hatchback,2015,5,3536,1444,13290,60400,740,31843,57199,1595,1395,2015,Auto,22896,14055,90,2,59800
Mazda,Mid-Sized Sedan,2018,3,2514,2466,8810,56000,682,35096,36001,1496,1310,2017,Auto,14299,14299,88,2,66800
Volkswagen,Luxury Sedan,2017,5,2800,2179,12290,47000,976,55735,54556,1798,1480,2016,Auto,31374,30924,132,1,88988
Skoda,Suv,2020,11,1525,3454,12500,3000,684,57771,41101,1498,1393,2019,Auto,23639,25095,110,1,130988
Audi,Sports Car,2012,3,4689,292,23680,133000,1194,30971,78000,1984,1550,2011,Auto,49328,49328,155,3,43800
Mercedes-Benz,Luxury Sedan,2020,8,1616,3365,15690,12500,586,67094,35001,1332,1385,2020,Auto,38854,46396,120,1,168000
Bmw,Suv,2018,12,2221,2759,15250,20300,1210,59826,30959,1998,1460,2018,Auto,40395,48553,141,2,139777
Volkswagen,Mpv,2017,3,2871,2109,13500,67000,1194,57318,46229,1984,1790,2017,Auto,34815,40741,162,1,98500
Toyota,Mpv,2016,9,3058,1923,10630,33888,682,33144,46009,1496,1320,2016,Auto,21301,11822,80,1,61999
Bmw,Luxury Sedan,2013,11,4088,893,13440,102000,742,33308,72609,1598,1405,2013,Auto,31290,25806,100,3,45900
Mercedes-Benz,Luxury Sedan,2017,5,2819,2160,19730,63200,1202,91686,54000,1991,1615,2017,Auto,59745,79541,155,1,156800
Nissan,Luxury Sedan,2008,10,5955,853,8450,180256,1573,7561,16140,1997,1450,2008,Auto,25376,25376,100,3,19800
Bmw,Luxury Sedan,2010,7,5301,3304,8840,120000,1976,30680,33568,2497,1650,2010,Auto,38161,38161,150,2,80800
Mercedes-Benz,Suv,2019,7,2024,2929,13370,19500,740,45790,27000,1595,1435,2019,Auto,28463,31849,90,1,124388
Mazda,Sports Car,2010,1,5504,3065,13080,134000,1454,31533,37502,1999,1151,2009,Auto,38518,38518,118,5,110000
Volkswagen,Hatchback,2017,8,2724,2258,11400,15000,624,36798,46778,1395,1249,2016,Auto,20318,10446,92,1,75800
Bmw,Luxury Sedan,2020,10,1567,3413,16940,6300,1210,76716,40790,1998,1460,2020,Auto,47796,58915,135,1,188000
Toyota,Mid-Sized Sedan,2015,8,3443,1540,10670,140000,742,35828,55889,1598,1205,2015,Auto,17452,17452,90,3,53800
Mercedes-Benz,Suv,2019,4,2106,2873,13480,17800,740,44062,26659,1595,1435,2018,Auto,27652,30713,90,1,121688
Honda,Mpv,2009,6,5700,2879,6640,141000,1174,27989,35411,1799,1350,2008,Auto,21681,21681,103,2,52500
Toyota,Mid-Sized Sedan,2008,1,6229,174,8080,112000,955,6236,20997,1496,1130,2007,Auto,13673,15041,81,3,12000
Mercedes-Benz,Luxury Sedan,2017,7,2758,2195,14450,56000,740,48858,46489,1595,1430,2017,Auto,28815,27341,90,2,101800
Mitsubishi,Mid-Sized Sedan,2009,3,5802,1005,8610,143000,889,7056,12763,1499,1313,2009,Auto,19788,19788,80,3,23800
Kia,Mid-Sized Sedan,2009,10,5572,1209,7980,216000,886,9791,14743,1591,1251,2009,Auto,11051,9996,92,6,26500
Bmw,Suv,2018,12,2221,2759,14620,63200,684,56439,30851,1499,1415,2018,Auto,37248,44148,103,2,132800
Bmw,Luxury Sedan,2012,4,4657,323,24940,98232,1210,34952,84590,1997,1620,2012,Auto,54920,54920,180,1,49800
Honda,Stationwagon,2019,7,2035,2948,8880,42500,682,28755,26301,1496,1130,2019,Auto,19998,9998,97,1,76800
Kia,Suv,2020,3,1786,3193,8570,10898,392,35948,32999,998,1185,2019,Auto,19380,9380,88,1,79800
Honda,Mid-Sized Sedan,2019,9,1965,3016,10150,7500,742,41373,31783,1597,1237,2019,Auto,20072,20101,92,1,94000
Suzuki,Hatchback,2007,5,6470,337,8560,320000,952,4733,25333,1490,1060,2007,Auto,10917,12009,74,4,8000
Toyota,Suv,2018,12,2245,2735,13520,31990,1210,52426,32552,1998,1695,2018,Auto,33306,38629,170,1,120800
Opel,Hatchback,2017,5,2814,2165,8830,90000,392,34134,51106,999,1188,2017,Auto,19715,5000,77,2,55000
Mini,Suv,2020,1,1833,3146,13550,33468,684,58357,35010,1498,1490,2017,Auto,32498,37498,75,1,135800
Kia,Mid-Sized Sedan,2009,5,5727,1079,8010,160000,886,8282,13943,1591,1251,2009,Auto,14611,14611,92,4,23800
Citroen,Suv,2018,6,2414,2569,9380,22953,508,41490,38830,1199,1203,2018,Auto,18852,18852,81,1,75500
Audi,Luxury Sedan,2015,10,3390,1592,12230,78552,624,38941,56001,1395,1310,2015,Auto,27621,20670,92,1,63800
Mercedes-Benz,Luxury Sedan,2016,10,3023,1958,25490,106500,2382,131055,57002,2996,1940,2016,Auto,89948,133907,200,1,203888
Bmw,Sports Car,2017,7,2763,2190,22370,42500,1210,71865,49802,1998,1715,2017,Auto,45296,55415,135,1,163800
Lexus,Suv,2008,3,6154,288,13800,120000,4340,8087,22499,3456,1915,2007,Auto,45986,50585,203,3,24800
Honda,Mid-Sized Sedan,2009,3,5789,2790,7180,138291,1271,24003,31335,1799,1219,2008,Auto,27503,27503,103,4,54998
Mitsubishi,Mid-Sized Sedan,2008,6,6071,739,8640,221279,889,7737,19107,1499,1313,2008,Auto,16230,16230,80,4,17500
Mitsubishi,Sports Car,2009,8,5649,2985,6330,139655,799,24009,29328,1468,1160,2009,Auto,22425,22425,113,5,51800
Mercedes-Benz,Luxury Sedan,2019,5,2074,2905,14510,20000,740,53444,36704,1595,1480,2018,Auto,28735,32229,90,1,131800
Toyota,Suv,2017,11,2617,2363,13070,34000,1196,58314,49996,1986,1610,2016,Auto,33944,34522,111,1,101988
Kia,Suv,2019,3,2150,2830,9040,31000,392,25615,25920,998,1185,2018,Auto,17310,7310,88,1,73888
Volvo,Suv,2016,12,2968,2012,20800,32000,1176,82567,46229,1969,2053,2016,Auto,57802,76044,187,1,152888
Mercedes-Benz,Suv,2017,12,2611,2369,21640,56000,1202,79564,48109,1991,1785,2017,Auto,51323,64382,155,1,172888
Hyundai,Hatchback,2018,6,2408,2575,10320,15238,600,33095,38501,1353,1240,2018,Auto,17883,7883,103,1,76800
Volkswagen,Mpv,2019,5,2070,2909,11780,47000,624,50447,41000,1395,1288,2019,Auto,23831,25364,110,1,106800
Audi,Hatchback,2017,11,2634,2346,11820,38170,392,38757,41761,999,1275,2017,Auto,24162,15827,85,1,83999
Ferrari,Sports Car,2017,8,2731,2250,95690,27000,3796,393186,55414,3902,1565,2017,Auto,281467,478641,493,2,830000
Honda,Mid-Sized Sedan,2014,7,3843,1111,11760,10000,742,32422,61990,1598,1225,2013,Auto,20029,20041,92,1,46800
Mazda,Mid-Sized Sedan,2018,2,2532,2446,9000,87167,682,39544,42900,1496,1310,2017,Auto,14299,14299,88,2,67588
Mitsubishi,Suv,2017,12,2612,2368,9630,48000,1210,49901,57414,1998,1365,2017,Auto,16787,16787,110,1,70999
Bmw,Luxury Sedan,2020,9,1582,3398,17230,17000,1210,75214,40790,1998,1460,2019,Auto,46340,56876,135,1,189000
Subaru,Suv,2016,2,3261,1718,12610,74256,1210,31275,38610,1998,1682,2016,Auto,18626,18626,177,2,68888
Volkswagen,Hatchback,2017,9,2690,2291,9500,71000,508,33819,44002,1197,1229,2016,Auto,18219,8219,81,2,63800
Honda,Mpv,2019,5,2087,2892,15060,27345,1630,64697,48010,2356,1858,2019,Auto,31027,35438,129,1,137300
Honda,Hatchback,2019,12,1881,3099,8210,13500,578,31668,32000,1317,1030,2019,Auto,15940,5940,73,1,72800
Toyota,Luxury Sedan,2008,5,6090,2541,5990,157287,2129,27014,38712,2362,1540,2008,Auto,28436,28436,123,5,41800
Mercedes-Benz,Luxury Sedan,2016,3,3236,1744,17320,53000,1202,68770,47604,1991,1655,2015,Auto,52041,65674,135,1,115800
Honda,Suv,2019,6,2043,2940,9680,28000,682,31873,26999,1496,1190,2019,Auto,22487,13482,96,1,84800
Mercedes-Benz,Luxury Sedan,2016,8,3099,1854,18940,58000,1202,77352,51010,1991,1680,2015,Auto,53339,68011,155,1,131800
Hyundai,Mid-Sized Sedan,2019,3,2133,2847,8640,85888,738,31498,26309,1591,1345,2019,Auto,14588,14588,93,1,74800
Nissan,Suv,2017,4,2839,2140,9720,59873,508,40746,52000,1197,1285,2017,Auto,18583,13583,85,1,63888
Nissan,Sports Car,2010,1,5494,3137,27870,84000,4363,33981,39463,3799,1745,2009,Auto,108540,108540,357,4,240000
Nissan,Sports Car,2008,8,6020,2585,33470,10000,4727,25088,34991,3799,1750,2008,Auto,86977,86977,353,4,240000
Bmw,Luxury Sedan,2019,6,2042,2941,17060,15000,1210,67942,39400,1998,1540,2019,Auto,43149,52409,135,1,163800
Volkswagen,Suv,2013,5,4283,332,14440,123950,620,29999,64209,1390,1550,2013,Auto,28658,32122,110,3,43800
Ford,Sports Car,2017,6,2780,2203,25310,40000,1520,72497,53001,2261,1692,2016,Auto,44279,53991,233,2,179800
Volkswagen,Mpv,2020,12,1510,3469,13560,2000,624,60953,41503,1395,1478,2020,Auto,32531,37544,110,1,147800
Chevrolet,Mpv,2017,3,2876,2104,9670,95000,604,42722,53300,1362,1650,2017,Auto,15919,15919,103,1,63800
Mitsubishi,Mid-Sized Sedan,2008,12,5875,932,8510,147714,889,7063,13786,1499,1313,2008,Auto,18835,18835,80,4,21800
Mercedes-Benz,Luxury Sedan,2014,11,3715,1266,28540,79000,2382,124841,72990,2996,1935,2014,Auto,100551,152992,245,1,175800
Mercedes-Benz,Luxury Sedan,2011,7,4935,3640,7890,156000,742,44090,44138,1597,1500,2011,Auto,31019,31019,115,1,78800
Mercedes-Benz,Hatchback,2015,5,3547,1433,17890,52000,1202,51897,77600,1991,1465,2015,Auto,32719,32807,155,3,86888
Toyota,Mid-Sized Sedan,2016,4,3204,1775,10210,67213,742,35654,47300,1598,1205,2016,Auto,17982,17982,90,1,58800
Honda,Mid-Sized Sedan,2009,3,5810,993,8370,99000,889,7035,12864,1497,1110,2008,Manual,18460,7063,88,4,22888
Bmw,Hatchback,2017,12,2596,2384,21990,36000,2384,71960,57390,2998,1470,2017,Auto,38488,45884,250,2,166800
Kia,Mid-Sized Sedan,2019,11,1888,3092,8460,12000,738,31976,27000,1591,1287,2019,Auto,12089,12089,93,1,77800
Toyota,Mpv,2009,6,5703,2850,7070,158000,1169,25826,33018,1797,1340,2009,Auto,21215,21215,106,4,55300
Mercedes-Benz,Luxury Sedan,2016,6,3156,1827,15210,125000,740,51499,47000,1595,1425,2016,Auto,35914,37280,115,1,94800
Nissan,Suv,2016,1,3306,1674,10020,138500,508,34396,54301,1197,1285,2015,Auto,18454,13454,85,1,52800
Mercedes-Benz,Luxury Sedan,2019,2,2176,2802,15620,46000,740,57086,33989,1595,1490,2018,Auto,35170,41238,115,1,140800
Kia,Mid-Sized Sedan,2019,4,2123,2855,8700,52680,738,28947,26309,1591,1287,2018,Auto,11090,11090,93,1,73800
Volkswagen,Sports Car,2011,1,5124,3399,6970,122000,682,30897,33140,1390,1285,2010,Auto,25559,25559,118,5,65000
Toyota,Mid-Sized Sedan,2016,4,3204,1775,10210,69700,742,35654,47300,1598,1205,2016,Auto,17982,17982,90,1,58800
Skoda,Mid-Sized Sedan,2018,11,2252,2728,14070,30000,1194,45420,31302,1984,1577,2018,Auto,26650,29310,180,1,120000
Nissan,Luxury Sedan,2016,8,3073,1909,10550,66600,1210,49854,56956,1997,1470,2016,Auto,25057,27080,100,1,68800
Mercedes-Benz,Luxury Sedan,2018,3,2514,2466,18350,59000,1202,86728,42661,1991,1615,2017,Auto,58405,77129,155,3,162800
