Brand,Type,Reg_year,Coe_left,Depreciation,Mileage,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,Power,Number_of_Owners,Price
Bmw,Suv,2016,1888,15150,100000,51314,57508,1499,1430,2016,Auto,29796,100,1,92800
Honda,Mid-Sized Sedan,2017,2044,10750,76000,43740,50000,1597,1249,2016,Auto,20640,92,2,70800
Honda,Hatchback,2011,1808,8010,103000,21924,22069,1339,1060,2009,Auto,18489,73,2,39800
Mercedes-Benz,Luxury Sedan,2009,2850,8030,122000,25826,33018,1796,1490,2009,Auto,43067,135,3,62800
Hyundai,Mid-Sized Sedan,2019,2927,8460,28963,35183,30009,1591,1345,2019,Auto,14802,93,1,75300
Nissan,Mid-Sized Sedan,2015,1537,9430,58000,34126,53644,1598,1205,2015,Auto,16439,85,2,48000
Honda,Mpv,2014,1189,13470,101000,43058,64889,2356,1855,2014,Auto,29743,129,1,60800
Toyota,Luxury Sedan,2014,1284,11470,109500,44897,71300,2494,1470,2014,Auto,27621,133,3,55800
Mitsubishi,Suv,2019,2787,10840,62000,39432,32200,1998,1480,2018,Auto,19723,110,1,92800
Bmw,Luxury Sedan,2013,837,13740,112392,37622,83751,1598,1405,2013,Auto,34727,100,3,46900
Toyota,Mid-Sized Sedan,2009,2910,7000,170000,22278,27886,1497,1110,2009,Auto,14155,80,3,55888
Toyota,Suv,2015,1566,13570,81967,42773,62101,1986,1580,2015,Auto,25691,111,1,69800
Maserati,Sports Car,2010,3151,18370,85000,34133,39463,4244,1880,2009,Auto,105097,298,4,158888
Lamborghini,Sports Car,2017,2323,77590,8400,281913,48005,5204,1497,2016,Auto,201740,426,2,662000
Toyota,Mpv,2007,2195,6400,222891,32542,54088,1794,1300,2007,Auto,17059,97,1,38500
Mercedes-Benz,Luxury Sedan,2009,2900,7260,162424,22202,27886,1597,1500,2009,Auto,37582,115,2,57800
Toyota,Suv,2017,2122,13580,62000,54554,53300,1986,1610,2016,Auto,31675,111,1,94800
Hyundai,Luxury Sedan,2018,2577,18690,21000,67335,37000,3778,2010,2017,Auto,45649,232,2,160000
Hyundai,Mid-Sized Sedan,2009,1076,6070,129000,8259,13943,1591,1264,2009,Auto,11465,89,4,17988
Kia,Mid-Sized Sedan,2017,2135,9510,50000,38436,50101,1591,1295,2017,Auto,12082,95,2,61800
Audi,Suv,2016,1783,24670,43000,79005,49501,1984,2050,2016,Auto,59029,185,2,160000
Hyundai,Mid-Sized Sedan,2017,2086,9230,60487,38698,49430,1591,1345,2016,Auto,13823,93,1,59800
Honda,Hatchback,2009,1085,7970,103541,8328,13943,1339,1010,2009,Auto,14380,73,4,23800
Mercedes-Benz,Sports Car,2010,3370,10160,136500,30416,32914,1796,1575,2010,Auto,52160,150,5,93888
Toyota,Mpv,2014,1272,11980,52000,38375,72890,1798,1360,2014,Auto,23454,105,1,51800
Honda,Suv,2017,2195,9250,113000,37149,42801,1496,1185,2017,Auto,19728,96,3,63800
Audi,Sports Car,2010,3162,10020,97000,33054,38071,1984,1280,2009,Auto,44016,200,2,87000
Bmw,Luxury Sedan,2020,3427,17270,449,82717,40990,1998,1460,2020,Auto,47796,135,1,191800
Nissan,Suv,2019,2840,10590,45000,35926,26309,1197,1325,2018,Auto,20399,85,1,92800
Honda,Stationwagon,2016,1835,9900,56000,32974,53694,1496,1130,2015,Auto,17953,97,2,53800
Honda,Mpv,2010,3219,7700,118000,29650,33568,1799,1385,2009,Auto,26187,103,6,68000
Toyota,Mid-Sized Sedan,2016,1930,10160,46500,42798,52503,1598,1215,2016,Auto,19990,90,1,63800
Mazda,Sports Car,2009,3034,8150,102000,24541,29485,1308,1360,2008,Auto,30279,158,6,67800
Nissan,Hatchback,2015,1657,7540,20040,21248,39001,1198,1044,2015,Auto,12554,58,1,36800
Mercedes-Benz,Luxury Sedan,2017,2309,14560,51000,48378,44002,1595,1430,2017,Auto,28815,90,2,105888
Hyundai,Mid-Sized Sedan,2018,2677,9060,24700,31789,28457,1591,1345,2018,Auto,14515,93,1,73800
Toyota,Mpv,2019,2832,9380,17500,34860,26301,1496,1350,2019,Auto,19223,79,1,82500
Mercedes-Benz,Sports Car,2017,2034,20530,61869,63563,46229,1991,1525,2016,Auto,41667,135,2,139800
Mazda,Mid-Sized Sedan,2017,2214,8930,74049,39188,51600,1496,1310,2017,Auto,14934,88,2,59900
Nissan,Hatchback,2016,1762,8680,96000,25529,45504,1198,1081,2016,Auto,14461,72,1,44500
Lexus,Luxury Sedan,2018,2704,17180,39800,67986,32311,2487,1620,2018,Auto,47664,152,1,156800
Mitsubishi,Hatchback,2018,2573,9260,12431,29448,36426,1193,940,2017,Auto,14239,59,1,67800
Mercedes-Benz,Luxury Sedan,2017,2370,18270,80000,81866,49996,1991,1605,2017,Auto,52099,135,1,151800
Volkswagen,Mid-Sized Sedan,2012,124,12230,107000,18861,63000,1390,1417,2012,Auto,18884,90,1,25900
Bmw,Luxury Sedan,2010,3427,12000,125000,35923,38216,2979,1700,2010,Auto,62331,225,4,112800
Maserati,Luxury Sedan,2018,2749,29970,33000,129697,31001,2979,1850,2018,Auto,94301,257,1,297000
Porsche,Suv,2011,3520,14910,80000,41233,42683,3598,2105,2011,Auto,76702,220,3,144000
Hyundai,Luxury Sedan,2015,1603,10590,64000,44839,59889,1999,1460,2015,Auto,24579,113,2,59800
Honda,Mpv,2007,25,8520,198000,6038,26237,1799,1370,2007,Auto,19836,103,3,9800
Bmw,Suv,2017,2201,18190,77339,59844,49802,1997,1680,2017,Auto,33704,135,2,130800
Toyota,Mpv,2014,1279,11830,105000,38515,72890,1798,1360,2014,Auto,23454,105,1,51500
Toyota,Mid-Sized Sedan,2019,3029,9560,15936,40480,31759,1598,1230,2019,Auto,18786,96,1,88800
Toyota,Mpv,2020,3315,9690,11765,45132,33000,1496,1350,2019,Auto,19828,79,1,98800
Mercedes-Benz,Luxury Sedan,2013,845,17680,122000,32351,83751,1595,1430,2013,Auto,28233,115,5,51800
Peugeot,Hatchback,2018,2577,9040,60000,40833,34110,1199,1150,2017,Auto,21649,96,2,75000
Bentley,Sports Car,2015,1417,77640,60000,243850,78001,3993,2470,2013,Auto,198001,373,1,466666
Infiniti,Luxury Sedan,2020,3397,15120,10000,68021,40989,1991,1656,2019,Auto,34122,155,1,160800
Mitsubishi,Mid-Sized Sedan,2009,2790,6890,103500,19953,26047,1584,1162,2009,Auto,14734,79,4,52800
Audi,Luxury Sedan,2010,3370,7550,110000,30416,32914,1798,1450,2010,Auto,38496,118,4,69800
Mercedes-Benz,Luxury Sedan,2017,2337,15260,80000,50983,44002,1595,1430,2017,Auto,30974,90,2,113000
Audi,Luxury Sedan,2019,2942,11200,21000,41410,30009,999,1280,2018,Auto,22100,85,1,101800
Mercedes-Benz,Luxury Sedan,2011,3490,10860,144000,35719,37303,1597,1500,2010,Auto,31893,115,3,104000
Mitsubishi,Sports Car,2006,1901,32390,110000,28395,54463,1997,1410,2005,Manual,35710,206,3,168888
Honda,Stationwagon,2008,849,6860,182000,7061,15142,1496,1160,2008,Auto,14275,81,5,16000
Mercedes-Benz,Suv,2021,3495,29750,6900,129094,49300,2996,1875,2020,Auto,76153,287,1,339900
Bmw,Luxury Sedan,2013,261,19060,63000,26794,78301,1598,1405,2012,Auto,34105,100,1,45000
Honda,Hatchback,2020,3301,6370,13000,20101,16520,1317,1030,2019,Auto,16688,73,1,61500
Mercedes-Benz,Suv,2016,1690,14680,64000,45469,59200,1595,1435,2015,Auto,27630,90,2,81000
Mercedes-Benz,Luxury Sedan,2017,2059,21510,59000,86009,53001,1991,1605,2016,Auto,57065,135,1,159000
Toyota,Suv,2017,2258,13960,65000,57288,50101,1998,1695,2017,Auto,30808,170,2,104000
Porsche,Sports Car,2013,305,120780,87000,104998,92901,3800,1490,2013,Auto,159715,294,2,302888
Audi,Suv,2010,3362,8550,115355,30344,32914,3197,1795,2010,Auto,53275,199,5,78800
Kia,Mid-Sized Sedan,2016,1780,9350,39000,34578,47300,1591,1295,2016,Auto,16352,95,1,53888
Kia,Sports Car,2010,1431,9610,193000,12934,16438,1591,1232,2010,Auto,15291,92,5,37800
Mercedes-Benz,Luxury Sedan,2015,1432,15690,71350,39963,67749,1595,1430,2015,Auto,27462,90,1,72005
Honda,Suv,2016,1929,10170,45000,34702,51506,1496,1190,2016,Auto,19919,96,1,58800
Bmw,Suv,2016,1927,21470,82800,86058,56956,2979,1815,2016,Auto,57186,225,2,151000
Bmw,Hatchback,2014,1266,12440,118051,38659,72201,1499,1360,2014,Auto,27860,100,2,53800
Hyundai,Mid-Sized Sedan,2009,875,8240,127300,7276,15142,1591,1264,2009,Auto,11974,89,3,19800
Mercedes-Benz,Sports Car,2021,3600,27230,88,116269,52200,1991,1695,2020,Auto,70856,310,1,318800
Porsche,Sports Car,2010,3155,14990,145000,34176,39463,3605,1760,2010,Auto,99335,300,6,129800
Bmw,Sports Car,2010,3309,8470,116000,30450,33568,1995,1625,2010,Auto,42414,115,5,76800
Mitsubishi,Suv,2019,2899,11190,27500,48862,43102,1998,1480,2018,Auto,19410,110,1,98800
Mercedes-Benz,Hatchback,2019,3051,13740,28058,53618,34000,1332,1405,2019,Auto,29676,100,1,131800
Subaru,Suv,2017,2210,9930,59500,38040,42801,1600,1480,2017,Auto,15682,84,1,68800
Toyota,Mid-Sized Sedan,2009,1004,7890,100000,7049,12763,1598,1195,2008,Auto,16084,80,5,21800
Nissan,Mid-Sized Sedan,2015,1532,8990,86500,34843,56209,1598,1205,2015,Auto,16028,85,2,45800
Mini,Sports Car,2012,145,21670,50000,26895,71001,1598,1255,2012,Auto,30792,135,3,45800
Toyota,Mid-Sized Sedan,2008,810,7110,140000,7599,17099,1497,1095,2008,Auto,11834,80,5,15800
Bmw,Luxury Sedan,2015,1483,17730,128800,60870,75801,1997,1615,2014,Auto,40310,180,2,93800
Mercedes-Benz,Sports Car,2011,3609,11100,48000,46862,47316,1796,1575,2010,Auto,65148,150,3,109888
Suzuki,Hatchback,2017,2173,8810,75400,39816,51106,1372,1055,2016,Auto,12427,70,1,58800
Bmw,Suv,2020,3301,15770,9000,69289,35001,1998,1485,2019,Auto,41264,141,1,168899
Mercedes-Benz,Stationwagon,2020,3219,17670,10800,60543,30012,1332,1445,2019,Auto,38127,120,1,178800
Mercedes-Benz,Luxury Sedan,2010,3399,7700,138000,30897,33140,1597,1500,2010,Auto,31893,115,4,71800
Bmw,Suv,2018,2666,13670,72388,55613,32000,1499,1430,2018,Auto,36886,103,1,121800
Mercedes-Benz,Suv,2021,3613,17030,88,71486,52200,1332,1555,2020,Auto,34159,120,1,188800
Toyota,Suv,2020,3174,13350,20773,59209,37705,1998,1695,2019,Auto,30808,170,1,133888
Audi,Luxury Sedan,2013,754,15170,60850,41642,77000,1984,1565,2013,Auto,39175,132,2,53500
Mitsubishi,Sports Car,2007,2097,9350,193000,28452,49429,1468,1160,2007,Auto,17364,113,5,53800
Subaru,Suv,2018,2567,10300,41853,37754,36000,1995,1489,2017,Auto,16555,115,1,80800
Ford,Sports Car,2016,1931,24330,50000,75183,57002,2261,1760,2016,Auto,48552,233,3,158888
Bmw,Luxury Sedan,2015,1642,26880,74000,109530,61103,2998,1770,2015,Auto,80615,240,1,179777
Volvo,Stationwagon,2020,3359,17320,9000,69238,38802,1969,1782,2019,Auto,37616,187,1,181888
Mercedes-Benz,Luxury Sedan,2008,2571,8480,166000,26721,37906,1796,1485,2008,Auto,37046,115,6,59800
Toyota,Mpv,2008,2545,8270,150000,27056,38712,2362,1710,2008,Auto,25331,125,5,57800
Toyota,Mid-Sized Sedan,2009,2910,6230,139000,22278,27886,1496,1200,2008,Auto,18468,81,3,49800
Honda,Mpv,2010,3399,6840,82231,32571,34935,1799,1360,2009,Auto,21240,103,2,63800
Hyundai,Mid-Sized Sedan,2018,2707,8540,29912,30615,28457,1591,1345,2018,Auto,12628,93,1,69800
Mercedes-Benz,Luxury Sedan,2018,2501,15830,24000,62170,42322,1595,1425,2017,Auto,37239,115,1,130800
Toyota,Mpv,2009,981,7960,147257,8627,15967,1794,1310,2009,Auto,18803,97,3,21500
Mitsubishi,Mid-Sized Sedan,2008,259,6850,120000,7259,21061,1584,1162,2007,Auto,12816,79,3,11800
Mitsubishi,Sports Car,2008,2729,17090,119000,24060,32121,1998,1540,2008,Auto,39424,206,2,128000
Toyota,Mid-Sized Sedan,2016,1775,10160,68714,35654,47300,1598,1205,2016,Auto,17982,90,1,58555
Toyota,Mid-Sized Sedan,2010,3125,8140,150000,27421,31976,1497,1095,2009,Auto,12717,80,2,69800
Mazda,Luxury Sedan,2020,3179,10890,7688,43980,38000,1998,1515,2019,Auto,19218,121,1,104688
Toyota,Mpv,2015,1475,13080,114974,54645,76612,2362,1790,2014,Auto,29861,125,1,69800
Kia,Mid-Sized Sedan,2019,2779,8600,51000,29445,25000,1591,1287,2018,Auto,13826,93,2,72500
Mazda,Mpv,2015,1633,11880,98000,40431,59889,1998,1664,2015,Auto,19387,111,2,62988
Hyundai,Mid-Sized Sedan,2018,2651,7220,36700,19009,13209,1591,1345,2018,Auto,12535,93,2,58800
Toyota,Mpv,2016,1924,10950,60000,44558,56002,1797,1350,2016,Auto,20016,105,2,67800
Nissan,Suv,2015,1368,10940,109666,29404,62002,1197,1285,2014,Auto,19382,85,1,45800
Kia,Suv,2017,2381,11400,59339,51159,49996,1999,1500,2017,Auto,23324,114,2,86800
Skoda,Mid-Sized Sedan,2019,3027,13660,39000,52552,37000,1984,1577,2018,Auto,26501,180,1,128000
Bmw,Hatchback,2018,2700,12030,41000,43914,32900,1499,1380,2018,Auto,29536,80,1,105800
Mitsubishi,Suv,2019,2761,10920,63000,38133,31101,1998,1480,2018,Auto,19419,110,1,92500
Renault,Sports Car,2019,3003,16050,16000,54533,39400,1798,1430,2019,Auto,30425,205,1,149500
Hyundai,Mid-Sized Sedan,2016,2003,9440,46730,42277,52668,1591,1345,2016,Auto,17756,93,1,60800
Honda,Mpv,2008,831,10740,236000,7617,16689,1799,1390,2008,Auto,19401,103,3,24500
Toyota,Suv,2019,3092,13700,27000,58217,40101,1998,1695,2019,Auto,30808,170,1,133800
Audi,Suv,2014,1104,15270,79800,45995,67334,1984,1630,2014,Auto,33296,125,3,66800
Toyota,Mpv,2007,2364,8480,138000,32547,50168,2362,1830,2007,Auto,36972,117,3,55000
Mercedes-Benz,Luxury Sedan,2011,3520,10950,106000,41233,42683,1796,1695,2011,Auto,57759,150,3,105800
Mercedes-Benz,Sports Car,2010,2879,11640,93000,27989,35411,1796,1575,2009,Auto,57392,150,2,92000
Kia,Mid-Sized Sedan,2017,2363,6920,41022,25668,25902,1591,1295,2017,Auto,11827,95,1,50800
Kia,Mid-Sized Sedan,2018,2506,6700,31524,23029,21000,1591,1295,2017,Auto,11435,95,2,51800
Mercedes-Benz,Sports Car,2010,3399,10280,105928,32571,34935,1796,1685,2010,Auto,58555,135,5,95800
Audi,Luxury Sedan,2015,1561,11780,97750,38898,57089,1395,1310,2015,Auto,27587,92,2,60800
Subaru,Mid-Sized Sedan,2008,859,6270,150000,7144,15142,1498,1310,2008,Manual,12423,79,2,14800
Mitsubishi,Suv,2016,1972,9300,63526,44739,56410,1998,1355,2016,Auto,18954,110,1,59800
Honda,Stationwagon,2017,2174,9710,58000,36257,51106,1496,1130,2016,Auto,17663,97,1,61800
Bmw,Suv,2015,1588,19360,86000,73132,58190,1997,1770,2014,Auto,53466,180,2,118500
Mitsubishi,Mid-Sized Sedan,2008,893,8150,162000,7283,14835,1499,1313,2008,Auto,15491,80,4,19999
Toyota,Mid-Sized Sedan,2015,1651,10170,117950,39105,56001,1598,1205,2015,Auto,19589,90,2,55900
Toyota,Mid-Sized Sedan,2015,1608,10470,70000,38429,56001,1598,1205,2015,Auto,19589,90,1,55988
Honda,Hatchback,2009,2848,6250,122500,19951,25525,1339,1010,2008,Auto,14918,73,3,48888
Honda,Mpv,2016,1745,14430,76291,46122,47604,2356,1855,2016,Auto,29501,129,1,85800
Mercedes-Benz,Suv,2020,3358,12590,19000,53985,35710,1595,1435,2019,Auto,25811,90,1,129999
Nissan,Suv,2017,2328,10700,52213,37739,41617,1197,1325,2017,Auto,19881,85,1,75800
Toyota,Mpv,2019,2925,10110,9700,44041,36704,1496,1350,2019,Auto,19477,79,1,90800
Volkswagen,Suv,2016,1685,10800,96000,45700,54920,1390,1551,2015,Auto,26399,118,3,64500
Mazda,Mpv,2016,1938,11880,78900,46944,55501,1998,1664,2016,Auto,22313,111,1,74800
Toyota,Mpv,2015,1370,11660,95000,40750,74000,1798,1360,2014,Auto,23454,105,1,53800
Nissan,Hatchback,2018,2721,7910,53509,24662,28000,1198,1048,2018,Auto,13438,58,1,61588
Mercedes-Benz,Luxury Sedan,2009,2879,9840,137300,27989,35411,2997,1850,2008,Auto,82982,170,2,77800
Honda,Mpv,2007,131,8430,165000,6884,25226,1799,1350,2007,Auto,18446,103,3,11500
Mazda,Hatchback,2018,2719,9600,59000,34630,28199,1496,1329,2018,Auto,18114,88,1,80688
Mazda,Mid-Sized Sedan,2016,1677,9010,75420,32108,54301,1496,1321,2015,Auto,15121,88,2,46588
Mercedes-Benz,Sports Car,2017,2044,19700,28000,62324,57002,1595,1475,2016,Auto,38166,115,2,130800
Nissan,Mpv,2017,2101,14710,45000,62121,51000,2488,1975,2016,Auto,37111,125,2,106800
Volkswagen,Hatchback,2018,2678,9460,63000,34531,32000,999,1257,2018,Auto,18649,81,1,78800
Mercedes-Benz,Luxury Sedan,2018,2534,18680,42790,83485,38501,1991,1605,2017,Auto,57550,135,1,167800
Bmw,Suv,2018,2503,14240,48682,57069,37330,1499,1430,2018,Auto,35627,103,1,118800
Mercedes-Benz,Luxury Sedan,2015,1619,26000,93000,129201,59889,2996,1935,2015,Auto,96961,245,3,188888
Toyota,Luxury Sedan,2008,2696,6760,180000,23878,32279,2362,1540,2008,Auto,27261,123,3,50000
Volkswagen,Sports Car,2010,1467,9650,150000,13222,16438,1390,1285,2010,Auto,24394,118,6,38800
Toyota,Mid-Sized Sedan,2008,2715,6150,173207,22110,29670,1598,1195,2008,Auto,16084,80,4,45800
Mitsubishi,Mid-Sized Sedan,2018,2501,7910,44000,29163,37000,1193,940,2018,Auto,14015,59,1,56800
Toyota,Mpv,2017,2038,18360,38113,61179,53001,2493,1980,2015,Auto,35767,134,1,123800
Volkswagen,Luxury Sedan,2018,2759,11530,33000,51085,30851,1798,1480,2018,Auto,32149,132,2,105800
Mazda,Mid-Sized Sedan,2018,2494,8980,62617,36271,37000,1496,1310,2018,Auto,14572,88,1,68800
Mazda,Hatchback,2020,3350,6550,7484,26063,16000,1496,1067,2019,Auto,15153,85,1,67777
Bmw,Mpv,2019,2814,12410,62000,47310,26301,1499,1490,2018,Auto,31412,80,1,113888
Honda,Suv,2016,1803,10210,68000,29855,46667,1496,1190,2015,Auto,20333,96,3,55800
Audi,Stationwagon,2016,1964,15910,83000,69625,56410,1798,1710,2015,Auto,43071,140,2,111888
Hyundai,Mid-Sized Sedan,2018,2473,8510,60000,33927,38830,1591,1345,2018,Auto,10087,93,1,62800
Toyota,Mid-Sized Sedan,2008,2692,6470,116900,22369,30284,1496,1200,2008,Auto,15433,81,3,47800
Honda,Mid-Sized Sedan,2016,1992,9470,72677,37347,52668,1497,1078,2016,Auto,16394,88,1,57500
Mitsubishi,Suv,2017,2173,11640,78000,47950,54406,2360,1625,2017,Auto,20462,123,1,79800
Toyota,Mid-Sized Sedan,2015,1640,10210,102000,38936,56001,1598,1205,2015,Auto,19589,90,2,55800
Subaru,Suv,2018,2578,10560,34280,35692,32551,1995,1489,2018,Auto,16555,115,1,83800
Mercedes-Benz,Luxury Sedan,2014,1155,17440,87000,51186,65301,1991,1655,2014,Auto,42793,135,1,78800
Toyota,Mpv,2013,880,12770,133000,30553,77100,1798,1360,2013,Auto,23453,105,2,40800
Mercedes-Benz,Luxury Sedan,2020,3301,14580,7000,58654,33520,1497,1505,2019,Auto,32424,95,1,151800
Kia,Mid-Sized Sedan,2016,1723,8910,86000,32314,46651,1591,1295,2016,Auto,14593,95,1,49500
Porsche,Sports Car,2012,333,60600,70000,60574,83700,3605,1760,2012,Auto,105692,300,1,108800
Toyota,Mpv,2019,2806,14490,37500,56807,34509,2362,1775,2019,Auto,34487,125,1,131800
Peugeot,Hatchback,2016,1965,8800,87000,35520,50991,1199,1150,2016,Auto,20502,96,1,52800
Toyota,Mid-Sized Sedan,2017,2208,10240,50320,41251,42801,1598,1215,2016,Auto,19995,90,1,72800
Honda,Mpv,2007,324,8010,184000,4674,26004,1799,1350,2007,Auto,18182,103,2,7200
Peugeot,Suv,2020,3418,11750,1800,63107,40690,1598,1430,2018,Auto,29484,133,1,126800
Honda,Hatchback,2008,879,8650,168000,7161,14835,1497,1115,2008,Auto,21533,88,3,20888
Toyota,Luxury Sedan,2008,902,7860,330000,7964,16061,1998,1530,2008,Auto,25403,108,3,19500
Audi,Luxury Sedan,2012,204,27720,80000,72304,95990,4163,1885,2011,Auto,104879,273,5,95888
Honda,Suv,2017,2035,9440,71000,36006,48000,1496,1190,2016,Auto,21611,96,3,58888
Mazda,Mpv,2017,2364,12190,48000,48449,52000,1998,1675,2017,Auto,21005,111,1,89800
Porsche,Sports Car,2010,3454,14860,102000,37920,40014,2893,1440,2010,Auto,69902,188,3,140800
Volkswagen,Sports Car,2010,1481,9850,120000,13619,16438,1390,1285,2010,Auto,23881,118,4,40800
Honda,Hatchback,2018,2699,7010,27150,15985,15699,1318,1052,2018,Auto,15812,73,1,54800
Mercedes-Benz,Luxury Sedan,2019,2806,19460,12027,77663,31001,1991,1605,2018,Auto,55386,135,2,185800
Toyota,Mpv,2019,2786,18610,22300,71877,32909,2493,2030,2018,Auto,50577,134,1,173888
Skoda,Luxury Sedan,2018,2579,12400,26900,44793,31000,1984,1700,2018,Auto,27255,162,1,103800
Bentley,Sports Car,2016,1970,63570,49027,306078,55201,3993,2295,2014,Auto,220197,388,2,527800
Mercedes-Benz,Suv,2016,1669,14820,57000,44312,54301,1595,1470,2015,Auto,25533,90,1,81800
Toyota,Mid-Sized Sedan,2009,1180,8340,112310,9497,14664,1496,1200,2009,Auto,18142,81,3,26999
Toyota,Mid-Sized Sedan,2007,2250,6290,135500,28024,45400,1497,1095,2007,Auto,12607,80,4,38800
Audi,Sports Car,2013,354,114990,56888,118584,92667,5204,1675,2013,Auto,182233,404,6,318888
Toyota,Suv,2019,2872,21650,35000,84796,37620,4608,2510,2018,Auto,56793,234,1,207800
Bmw,Hatchback,2012,84,18600,150000,24269,66889,1598,1315,2012,Auto,29132,125,2,37500
Mercedes-Benz,Luxury Sedan,2007,2304,7910,145000,31827,50355,1796,1540,2007,Auto,49527,135,1,50000
Nissan,Suv,2016,1998,10020,45000,38240,50951,1197,1285,2016,Auto,18725,85,2,61800
Bmw,Luxury Sedan,2018,2544,25400,26000,111166,38700,1998,1720,2017,Auto,78256,190,2,233888
Proton,Mpv,2011,3399,6220,146239,30897,33140,1597,1422,2011,Auto,14132,93,3,58000
Toyota,Mid-Sized Sedan,2009,2761,6310,160000,19739,26047,1496,1200,2008,Auto,15506,81,6,47800
Subaru,Sports Car,2008,2364,8170,280000,32547,50168,1994,1390,2007,Auto,22663,184,6,53000
Hyundai,Mid-Sized Sedan,2019,3092,6780,5900,23698,15000,1591,1345,2019,Auto,14628,93,1,64800
Honda,Mid-Sized Sedan,2019,2943,9780,29888,38390,28589,1597,1237,2019,Auto,20084,92,1,89800
Mazda,Luxury Sedan,2018,2728,10450,61304,40779,32000,1998,1515,2018,Auto,22245,121,1,89800
Volkswagen,Hatchback,2018,2649,9560,20100,36017,31997,999,1257,2018,Auto,17014,81,1,78000
Honda,Mpv,2010,3199,7750,115000,31088,35416,1799,1385,2009,Auto,26909,103,4,68000
Hyundai,Suv,2008,2732,5310,197599,23660,31553,1975,1468,2008,Auto,16564,104,3,39800
Honda,Suv,2018,2419,9950,25155,34623,36890,1496,1190,2017,Auto,22498,96,1,72800
Hyundai,Mid-Sized Sedan,2018,2559,8510,38265,33239,36426,1591,1345,2018,Auto,10241,93,1,64800
Mazda,Mpv,2016,1809,10290,90085,37881,49000,1998,1535,2016,Auto,19339,111,2,60800
Chevrolet,Stationwagon,2016,2000,8980,40000,41865,53001,1362,1485,2016,Auto,17021,103,2,57800
Toyota,Mpv,2018,2666,19010,36249,68011,32001,2494,2045,2018,Auto,48192,134,1,168800
Mercedes-Benz,Suv,2019,3051,13490,36000,46485,27000,1595,1435,2019,Auto,28463,90,1,128800
Bmw,Suv,2020,3455,18960,10808,77574,39000,1998,1685,2020,Auto,44385,135,1,206800
Mercedes-Benz,Hatchback,2020,3177,14450,13000,58222,37900,1332,1405,2019,Auto,29676,100,1,142800
Mercedes-Benz,Luxury Sedan,2018,2465,33730,60000,148501,45289,2996,1955,2017,Auto,102854,270,1,306800
Toyota,Mid-Sized Sedan,2017,2146,8450,37000,35480,34765,1598,1215,2016,Auto,19990,90,1,59800
Bmw,Suv,2017,2337,13760,56890,55115,52000,1499,1430,2017,Auto,31267,100,2,103600
Mercedes-Benz,Luxury Sedan,2019,2996,16360,8000,59950,34000,1595,1490,2019,Auto,36204,115,1,155800
Skoda,Mid-Sized Sedan,2020,3293,15270,19000,54709,35889,1984,1577,2019,Auto,26681,180,1,153800
Mercedes-Benz,Luxury Sedan,2009,2669,8120,189000,24443,33377,1796,1485,2008,Auto,37066,115,3,59500
Lexus,Suv,2016,1793,17310,73000,65065,51010,1998,1755,2016,Auto,46467,175,1,113800
Mercedes-Benz,Luxury Sedan,2015,1473,16570,115000,55389,71509,1595,1425,2015,Auto,35738,115,2,86800
Kia,Mid-Sized Sedan,2018,2656,7270,17000,19969,13209,1591,1287,2018,Auto,13790,93,1,59888
Subaru,Suv,2009,3004,7270,89371,32901,39936,1994,1485,2009,Auto,20123,110,3,59888
Mercedes-Benz,Hatchback,2017,2087,13690,51000,47213,52807,1595,1395,2016,Auto,25411,115,1,89800
Bmw,Luxury Sedan,2018,2664,14580,40169,56248,31307,1499,1425,2018,Auto,37489,100,1,128800
Honda,Mid-Sized Sedan,2019,2939,10150,37000,39652,30009,1597,1237,2019,Auto,20215,92,1,92800
Kia,Luxury Sedan,2011,1784,9140,128322,23191,23658,1998,1529,2011,Auto,19689,121,2,44800
Bmw,Suv,2020,3444,23860,5600,91167,40301,1998,1750,2020,Auto,59276,185,1,264800
Audi,Luxury Sedan,2017,2215,16990,45000,62703,50110,1984,1535,2017,Auto,39636,140,1,125800
Toyota,Suv,2018,2577,13820,37559,56178,38501,1998,1695,2018,Auto,33308,170,2,117000
Mercedes-Benz,Sports Car,2011,3607,60610,60250,46836,47316,6208,1695,2010,Auto,226137,420,4,600000
Mercedes-Benz,Sports Car,2011,3490,12520,150000,38985,40714,1796,1500,2011,Auto,51451,150,3,119888
Toyota,Mid-Sized Sedan,2009,1025,8830,188000,7196,12763,1598,1195,2009,Auto,16990,80,4,24888
Hyundai,Mid-Sized Sedan,2020,3350,7640,9000,37207,33000,1368,1115,2019,Auto,9189,73,1,74800
Honda,Mpv,2016,2014,13920,46165,57527,53001,2356,1855,2016,Auto,32594,129,1,95800
Audi,Luxury Sedan,2018,2494,13640,56000,54849,37605,1984,1480,2018,Auto,33421,140,2,112800
