Brand,Type,Reg_year,Coe_left,Depreciation,Mileage,Dereg_Value,COE,Engine_Capacity,Curb_Weight,Manufactured,Transmission,OMV,Power,Number_of_Owners,Price
Lexus,Luxury Sedan,2017,2361,18170,34000,70339,57414,1998,1620,2017,Auto,37274,180,2,139800
Nissan,Suv,2017,2389,10200,54832,55543,57390,1997,1425,2017,Auto,22778,106,1,78800
Bmw,Luxury Sedan,2011,3543,8330,138000,44337,45586,2497,1650,2010,Auto,43867,150,5,81000
Mercedes-Benz,Luxury Sedan,2010,2879,8450,180000,27989,35411,1796,1650,2009,Auto,39067,150,4,66800
Honda,Hatchback,2009,1165,7510,187658,9377,14664,1339,1010,2009,Auto,14127,73,4,24000
Bmw,Luxury Sedan,2019,3062,19360,20800,84906,41805,1998,1530,2019,Auto,52437,135,1,195800
Volkswagen,Suv,2016,1848,12150,87286,51239,56000,1390,1551,2016,Auto,27496,118,1,76800
Toyota,Mpv,2009,935,8870,212000,8109,15777,1797,1340,2009,Auto,25781,106,3,22800
Kia,Mid-Sized Sedan,2010,1300,6660,160528,11424,15988,1591,1251,2009,Auto,11019,92,5,23800
Audi,Suv,2018,2577,11570,48600,46694,34110,999,1315,2018,Auto,27231,85,2,96800
Mercedes-Benz,Luxury Sedan,2017,2367,16890,12053,65054,49189,1595,1425,2017,Auto,37239,115,1,131800
Bmw,Luxury Sedan,2010,3244,10310,120000,29889,33568,2996,1855,2010,Auto,71379,190,4,91800
Kia,Mid-Sized Sedan,2009,2944,6320,110100,24084,29839,1591,1227,2009,Manual,13311,92,2,51000
Toyota,Mid-Sized Sedan,2008,915,7470,158000,6935,13786,1598,1195,2008,Auto,16084,80,5,18800
Honda,Hatchback,2019,2843,6800,10481,11329,9309,1317,1030,2019,Auto,15421,73,1,55800
Mercedes-Benz,Hatchback,2013,311,21240,120000,21015,64209,1595,1395,2013,Auto,24613,115,3,47800
Subaru,Suv,2017,2142,12550,88888,45450,54405,1998,1682,2017,Auto,17931,177,2,82800
Honda,Mid-Sized Sedan,2017,2074,10390,35000,44859,50889,1597,1249,2016,Auto,20818,92,1,69800
Mazda,Luxury Sedan,2015,1477,11120,118000,37030,75002,1998,1454,2015,Auto,19514,121,2,49800
Porsche,Sports Car,2005,1430,21820,145000,28360,72136,3179,1460,2005,Auto,91352,206,6,85800
Mercedes-Benz,Luxury Sedan,2009,2878,12620,97000,27980,35411,1796,1485,2008,Auto,35991,115,1,99720
Mitsubishi,Mid-Sized Sedan,2015,1564,9090,71000,32192,56209,1590,1289,2015,Auto,11515,86,2,44800
Honda,Mid-Sized Sedan,2007,16,8910,185196,5285,25313,1595,1220,2007,Auto,17935,92,3,9300
Mazda,Mpv,2016,1847,11730,52000,46704,57501,1998,1664,2016,Auto,22042,111,1,71800
Mini,Hatchback,2018,2621,12290,50199,38881,36426,1499,1195,2018,Auto,24947,75,1,96800
Subaru,Suv,2015,1526,12000,103500,37427,60789,1998,1682,2015,Auto,17113,177,2,58800
Audi,Suv,2010,1484,12900,102338,13657,16784,1984,1740,2010,Auto,38886,155,2,52500
Ford,Sports Car,2018,2507,23600,29761,64974,38000,2261,1692,2016,Auto,43350,233,1,188800
Volkswagen,Sports Car,2010,3182,9250,120000,33263,38071,1984,1339,2009,Auto,31874,155,2,80800
Honda,Hatchback,2009,2893,6040,180000,22148,27886,1339,1010,2009,Auto,14196,73,5,48000
Volkswagen,Mpv,2019,2939,13740,20000,63757,39406,1984,1790,2019,Auto,35887,162,1,133000
Lexus,Suv,2018,2658,16140,55000,66762,33420,1998,1755,2018,Auto,46099,175,1,146000
Kia,Sports Car,2010,1469,8940,130000,13240,16438,1591,1207,2010,Manual,14160,92,5,35999
Nissan,Sports Car,2009,3124,11760,148000,33701,39313,3696,1490,2009,Manual,50809,245,4,100800
Mercedes-Benz,Luxury Sedan,2013,825,17830,78856,51770,77600,1991,1680,2013,Auto,49985,155,3,68888
Mercedes-Benz,Suv,2019,3082,13350,14288,49259,30000,1595,1435,2019,Auto,28463,90,2,128800
Toyota,Suv,2020,3308,8470,14830,37083,33520,996,970,2020,Auto,18546,72,1,81800
Bmw,Luxury Sedan,2009,2879,7820,160000,27989,35411,2497,1605,2009,Auto,52627,160,3,61800
Mercedes-Benz,Luxury Sedan,2018,2522,18180,59000,80871,39001,1991,1605,2018,Auto,55451,135,1,161800
Porsche,Suv,2020,3456,32970,1800,145910,41503,2995,2105,2020,Auto,99333,250,1,388000
Bmw,Luxury Sedan,2010,3304,8700,139500,30680,33568,2497,1650,2010,Auto,42006,150,5,79500
Mitsubishi,Mid-Sized Sedan,2017,2198,6520,33000,24298,34106,1193,940,2017,Auto,12940,57,1,41800
Volkswagen,Sports Car,2011,3604,9990,118000,46797,47316,1984,1364,2011,Auto,35702,188,3,98800
Bmw,Luxury Sedan,2020,3397,20450,6600,90025,41510,1998,1540,2020,Auto,53590,135,1,224800
Mercedes-Benz,Suv,2018,2465,22790,54000,70595,38801,1991,1785,2017,Auto,47965,155,1,183800
Toyota,Suv,2016,1692,13910,49170,46782,58109,1986,1610,2015,Auto,29454,111,1,78800
Mercedes-Benz,Suv,2020,3180,22040,16000,74057,37705,1991,1730,2019,Auto,44890,145,1,219888
Mercedes-Benz,Hatchback,2013,909,14630,100000,28179,73160,1595,1395,2013,Auto,24641,115,3,44800
Volkswagen,Luxury Sedan,2016,2028,11740,46000,51641,51109,1798,1480,2016,Auto,31369,132,1,80800
Subaru,Suv,2018,2669,10930,59000,33169,31307,1995,1591,2018,Auto,13656,110,1,86888
Mercedes-Benz,Suv,2020,3193,13800,13134,50231,30010,1595,1435,2019,Auto,28512,90,1,136900
Mercedes-Benz,Suv,2018,2631,13450,54000,51011,38001,1595,1435,2018,Auto,28179,90,1,112800
Mitsubishi,Mid-Sized Sedan,2009,1025,8370,120121,7196,12763,1499,1313,2009,Auto,16812,80,3,23600
Mini,Hatchback,2020,3454,11400,3000,49020,37690,1499,1140,2020,Auto,25526,75,1,116888
Bmw,Sports Car,2015,1612,19490,40000,75075,60000,2979,1525,2015,Auto,54118,250,3,121000
Toyota,Mid-Sized Sedan,2015,1534,10930,108000,37232,55889,1598,1205,2015,Auto,19589,90,1,55800
Ford,Stationwagon,2017,2079,8470,74472,38731,48401,999,1345,2016,Auto,19777,92,1,55800
Bmw,Sports Car,2009,2850,22090,135000,25826,33018,3999,1580,2009,Auto,106509,308,5,172800
Honda,Suv,2019,2782,9520,37000,28708,26170,1496,1190,2018,Auto,21160,96,1,78500
Toyota,Mpv,2008,2731,8110,189000,23652,31553,2362,1845,2008,Auto,34440,125,2,60800
Subaru,Suv,2018,2472,9940,106000,38567,39001,1995,1489,2017,Auto,16133,115,1,75500
Opel,Hatchback,2016,1799,8480,61000,34683,48002,1364,1396,2015,Auto,17797,88,2,50800
Honda,Sports Car,2008,2545,9560,95000,27056,38712,1998,1345,2008,Manual,32045,148,4,66800
Subaru,Suv,2018,2575,11050,24000,35586,36000,1995,1591,2018,Auto,13559,110,1,84800
Toyota,Mid-Sized Sedan,2015,1326,10230,85000,29640,65001,1497,1045,2014,Auto,14133,80,1,41888
Volkswagen,Suv,2014,1118,15720,89000,47431,65700,1984,1689,2013,Auto,35702,155,3,69200
Mercedes-Benz,Luxury Sedan,2014,1229,20570,79568,45662,72180,1991,1480,2014,Auto,36262,155,3,85800
Nissan,Suv,2016,1952,11340,51770,48116,55501,1997,1626,2016,Auto,23227,106,1,73000
Toyota,Mid-Sized Sedan,2020,3213,8380,17000,39231,32699,1496,1085,2019,Auto,13870,79,1,80800
Mercedes-Benz,Suv,2020,3157,14040,8000,48888,32000,1595,1435,2019,Auto,25864,90,1,135800
Mercedes-Benz,Suv,2018,2583,13350,25000,51963,38941,1595,1435,2018,Auto,28937,90,1,110800
Porsche,Sports Car,2011,3640,33040,69500,49662,49716,3800,1525,2011,Auto,146912,300,2,330000
Subaru,Mid-Sized Sedan,2007,295,12250,200000,4036,24715,1597,1280,2007,Auto,12373,70,3,10000
Land Rover,Suv,2012,219,70780,61000,35721,64889,1999,1690,2011,Auto,63513,177,4,75000
Mercedes-Benz,Luxury Sedan,2017,2103,15600,55201,51534,48401,1595,1430,2016,Auto,31756,90,1,105800
Mini,Sports Car,2019,2932,18000,31000,61580,34000,1998,1255,2019,Auto,38066,170,1,168800
Toyota,Mpv,2018,2705,15960,55000,55356,31302,2493,1940,2018,Auto,36300,134,1,139888
Mercedes-Benz,Sports Car,2010,3370,11350,90000,30416,32914,1796,1695,2010,Auto,63555,150,3,104888
Honda,Mid-Sized Sedan,2020,3184,11480,16700,50461,32889,1498,1310,2020,Auto,26388,127,1,114800
Honda,Hatchback,2009,1053,7870,142000,7587,13088,1339,1090,2009,Auto,20033,73,4,22800
Honda,Hatchback,2015,1488,10100,60688,29961,55889,1498,1046,2015,Auto,14574,96,1,46800
Volkswagen,Hatchback,2017,2046,11080,78000,43986,55501,1395,1288,2016,Auto,25046,110,1,70800
Bmw,Sports Car,2014,1114,40910,73000,140049,67304,4395,1875,2013,Auto,117683,412,4,216888
Volkswagen,Luxury Sedan,2016,1963,11570,58076,53578,56410,1798,1480,2016,Auto,31375,132,1,77800
Mercedes-Benz,Luxury Sedan,2019,3091,15060,30000,65405,39700,1332,1385,2019,Auto,35933,120,2,148888
Bmw,Sports Car,2008,2725,9210,170000,24025,32121,2497,1525,2008,Auto,48714,160,5,68888
Nissan,Suv,2016,1816,11430,20800,40209,47604,1997,1626,2016,Auto,22509,106,1,68800
Audi,Hatchback,2009,2855,8990,150000,27766,35411,1984,1415,2009,Auto,36100,188,6,70500
Mitsubishi,Mid-Sized Sedan,2009,1054,8960,145000,7595,13088,1584,1132,2009,Manual,12453,79,2,26000
Honda,Hatchback,2017,2081,9960,50000,37835,50889,1498,1046,2016,Auto,16650,96,1,62800
Audi,Luxury Sedan,2015,1603,11060,83000,39681,57301,1395,1310,2015,Auto,27621,92,3,59000
Mercedes-Benz,Sports Car,2016,1970,18480,42188,61664,56089,1595,1475,2016,Auto,39138,115,3,120800
Honda,Hatchback,2019,2899,8290,39000,25418,26301,1317,1030,2019,Auto,15980,73,1,69000
Porsche,Sports Car,2009,2949,43830,50300,32616,39936,3600,1765,2008,Auto,230819,353,1,358000
Subaru,Sports Car,2009,2779,9150,110000,23909,31335,2457,1395,2008,Manual,21548,169,4,69800
Volkswagen,Sports Car,2010,3215,10770,135000,31244,35416,1984,1466,2010,Auto,37388,188,5,95000
Audi,Sports Car,2018,2694,29800,23123,82696,31301,2480,1585,2018,Auto,59673,294,3,260000
Volkswagen,Sports Car,2011,3520,9300,127813,41233,42683,1984,1364,2011,Auto,36133,188,5,89800
Toyota,Mpv,2019,3106,21000,25000,32303,37900,3456,2070,2017,Auto,40658,206,1,179000
Mclaren,Sports Car,2012,166,157150,20000,156554,92100,3798,1514,2012,Auto,260177,441,5,360000
Bmw,Luxury Sedan,2016,2013,13830,75000,54132,56206,1499,1425,2016,Auto,31259,100,3,91800
Toyota,Mpv,2011,3640,9390,78000,49662,49716,2362,1750,2011,Auto,39486,125,3,93800
Porsche,Sports Car,2012,291,250750,88000,64633,82003,3436,1475,2012,Auto,116055,257,1,260000
Mercedes-Benz,Hatchback,2015,1462,14120,110000,37197,67601,1595,1370,2015,Auto,23164,90,2,63800
Bentley,Sports Car,2012,169,114770,46000,107436,80191,3993,2295,2012,Auto,173887,373,4,255800
Suzuki,Hatchback,2008,235,9130,240000,7111,21485,1586,1100,2007,Auto,12985,92,6,15111
Nissan,Mpv,2014,1083,18680,76152,49492,82000,2488,1975,2014,Auto,36021,125,1,76888
Honda,Suv,2016,1699,10980,72000,30294,51301,1496,1190,2015,Auto,19063,96,2,55800
Mini,Hatchback,2009,2849,7030,176000,19958,25525,1598,1105,2008,Auto,27941,88,4,55000
Toyota,Mpv,2016,1840,10870,90355,38671,47000,1798,1360,2016,Auto,19953,105,1,64800
Bmw,Luxury Sedan,2015,1541,14970,71000,46563,62140,1499,1425,2015,Auto,29993,100,1,77800
Kia,Mid-Sized Sedan,2017,2391,9000,65512,39553,42339,1591,1295,2017,Auto,15696,95,2,66888
Mercedes-Benz,Suv,2019,3076,18300,38000,76298,41805,1991,1735,2019,Auto,44771,155,1,181800
Honda,Mpv,2018,2652,14050,39784,49847,32311,2356,1858,2018,Auto,30826,129,1,119800
Bmw,Mpv,2018,2435,12140,42000,53152,40000,1499,1480,2017,Auto,30858,75,1,98800
Hyundai,Mid-Sized Sedan,2018,2535,8890,38500,35927,38941,1591,1345,2018,Auto,11757,93,1,67800
Toyota,Mid-Sized Sedan,2009,2870,5960,142166,20624,26175,1598,1195,2009,Auto,16990,80,5,47000
Bmw,Luxury Sedan,2016,1774,25830,84000,105111,47000,2998,1770,2016,Auto,80796,240,2,184588
Honda,Stationwagon,2016,1831,10500,41300,31839,52301,1496,1130,2015,Auto,16878,97,1,56988
Nissan,Suv,2015,1631,11520,73000,41746,58190,1997,1626,2015,Auto,21714,106,1,62800
Honda,Hatchback,2008,872,7100,164000,7252,15142,1339,1010,2008,Auto,12078,73,4,17000
Bmw,Luxury Sedan,2013,735,16090,155000,30841,67301,1598,1405,2013,Auto,33438,100,3,46800
Mazda,Sports Car,2017,2217,14440,47000,63244,54616,1998,1080,2015,Auto,34472,118,2,107888
Bmw,Luxury Sedan,2013,311,14710,101000,27206,61029,1598,1405,2012,Auto,33423,100,3,41800
Honda,Mpv,2008,317,8940,120000,7684,20441,1799,1350,2008,Auto,18941,103,4,16800
Mitsubishi,Suv,2018,2430,11350,52767,48737,42661,1499,1490,2017,Auto,25003,120,1,89300
Volkswagen,Sports Car,2009,2850,9440,140434,25826,33018,1984,1339,2009,Auto,30274,155,6,73800
Toyota,Mpv,2011,3609,8460,130000,46862,47316,2362,1770,2010,Auto,38965,125,4,83800
Mazda,Mid-Sized Sedan,2017,2146,9060,79000,38851,51600,1496,1310,2017,Auto,16256,88,2,59000
Toyota,Mpv,2021,3501,22400,4300,96743,45510,3456,2110,2020,Auto,60590,221,1,255800
Subaru,Suv,2016,1807,13100,92000,36185,51010,1995,1566,2016,Auto,15516,110,2,72800
Toyota,Mid-Sized Sedan,2017,2080,10320,52000,42654,48401,1598,1215,2016,Auto,19990,90,2,69000
Skoda,Suv,2021,3509,12900,4888,57840,45510,1395,1572,2020,Auto,26554,110,1,138800
Mercedes-Benz,Luxury Sedan,2014,1095,32250,89000,116090,67304,2996,1935,2014,Auto,97016,245,2,172888
Mercedes-Benz,Luxury Sedan,2017,2195,14910,50000,48533,48000,1595,1430,2017,Auto,28004,90,3,102800
Toyota,Suv,2020,3144,13820,16900,55109,37989,1998,1695,2019,Auto,30808,170,1,136800
Honda,Stationwagon,2017,2081,9850,82210,34567,48401,1496,1130,2016,Auto,19189,97,1,60888
Mercedes-Benz,Hatchback,2020,3396,15240,5000,69385,40989,1332,1375,2019,Auto,35432,120,1,162800
Porsche,Suv,2016,1682,38700,48800,152903,58190,3604,2160,2015,Auto,115562,309,3,268888
Toyota,Mid-Sized Sedan,2016,1786,10190,83000,36922,47300,1598,1205,2015,Auto,19589,90,1,59800
Nissan,Hatchback,2015,1478,9350,68688,30244,66000,1198,1080,2015,Auto,13995,72,2,40388
Lexus,Luxury Sedan,2010,3270,9350,198938,30128,33568,2995,1660,2010,Auto,58167,183,5,83888
Volkswagen,Sports Car,2013,351,21070,121000,36627,67304,1984,1364,2012,Auto,36039,188,4,62800
Bmw,Luxury Sedan,2010,3309,9910,131000,30450,33568,2979,1700,2010,Auto,59744,225,3,89888
Mercedes-Benz,Luxury Sedan,2014,1021,17570,104500,53458,80710,1991,1655,2013,Auto,45943,135,2,75000
Mitsubishi,Mid-Sized Sedan,2008,205,8150,230000,6703,21349,1499,1313,2007,Auto,16277,80,2,12800
Kia,Mid-Sized Sedan,2009,2817,7210,163000,19905,25727,1591,1251,2009,Auto,13674,92,4,55800
Mitsubishi,Mid-Sized Sedan,2008,355,6300,123000,7576,19096,1584,1162,2008,Manual,10204,79,2,12500
Mini,Sports Car,2021,3549,18090,5000,72359,47506,1998,1235,2020,Auto,39643,225,1,200000
Honda,Hatchback,2019,2872,8000,20000,25054,26659,1317,1030,2019,Auto,15378,73,1,65800
Mercedes-Benz,Luxury Sedan,2020,3299,30820,24204,129604,35889,2996,1940,2019,Auto,87297,200,1,345800
Volkswagen,Sports Car,2010,3156,8530,160000,32981,38071,1984,1393,2009,Auto,30348,155,4,73888
Honda,Suv,2016,1779,10230,76000,29629,46651,1496,1190,2015,Auto,19753,96,1,54900
Toyota,Suv,2008,732,10870,146000,7602,18953,2362,1600,2008,Auto,28362,118,2,21800
Hyundai,Mid-Sized Sedan,2019,2938,7930,46000,32701,28589,1591,1345,2019,Auto,12584,93,1,70800
Toyota,Mpv,2017,2274,13930,72000,64171,50526,2362,1760,2016,Auto,37090,125,2,108800
Kia,Mid-Sized Sedan,2019,2944,9140,19998,43902,36704,1591,1287,2018,Auto,18634,93,1,83800
Honda,Mpv,2017,2369,13820,49000,62883,57390,2356,1855,2017,Auto,30068,129,1,106888
Mercedes-Benz,Suv,2020,3287,54180,7780,217691,38000,3982,2560,2020,Auto,154853,430,1,618000
Bmw,Suv,2013,733,16620,140000,36931,67304,1997,1510,2013,Auto,37160,135,3,52888
Mazda,Mpv,2008,875,8240,150000,7756,16140,1999,1527,2008,Auto,20746,107,4,19800
Mazda,Mid-Sized Sedan,2017,2265,9260,46601,37007,46778,1496,1310,2017,Auto,15605,88,1,62800
Bmw,Luxury Sedan,2011,3520,7950,145000,41233,42683,2497,1650,2011,Auto,41236,150,4,76800
Bmw,Suv,2019,3001,13060,42000,62364,40002,1499,1430,2019,Auto,35726,103,1,128500
Bmw,Sports Car,2016,1794,14830,75558,42226,49602,1499,1360,2016,Auto,27426,100,1,85800
Honda,Hatchback,2015,1489,10570,90000,29976,55889,1498,1046,2015,Auto,14574,96,1,48800
Audi,Luxury Sedan,2019,3033,13720,22000,60232,40002,1984,1480,2019,Auto,33720,140,1,133800
Mercedes-Benz,Hatchback,2015,1580,12970,95000,37716,56209,1595,1395,2015,Auto,22896,90,2,65788
Mazda,Mid-Sized Sedan,2017,2204,8760,77000,35405,46489,1496,1310,2017,Auto,14761,88,3,57800
Lexus,Suv,2017,2095,20210,67174,84011,50621,1998,2070,2017,Auto,56222,175,1,152800
Honda,Suv,2016,1803,11090,68049,29637,46009,1496,1190,2016,Auto,19781,96,2,59800
Audi,Luxury Sedan,2017,2392,14760,25054,58536,57390,1395,1450,2017,Auto,32726,110,1,110800
Volvo,Luxury Sedan,2014,1239,10640,131048,38218,74801,1969,1557,2014,Auto,27981,180,1,46800
Subaru,Suv,2016,1986,12020,78000,46502,56206,1998,1682,2016,Auto,20817,177,1,76100
Mercedes-Benz,Luxury Sedan,2018,2422,15860,36000,64354,47002,1595,1425,2017,Auto,37239,115,1,127500
Mitsubishi,Mid-Sized Sedan,2010,2910,6110,124000,22278,27886,1584,1162,2009,Auto,13067,79,1,48800
Porsche,Suv,2016,1993,27370,54500,92396,53001,1984,1845,2016,Auto,62517,185,2,192000
Lexus,Luxury Sedan,2018,2571,15270,47700,57565,32551,1998,1620,2018,Auto,38430,180,1,131800
Honda,Mid-Sized Sedan,2018,2577,10700,40000,42477,38510,1597,1249,2018,Auto,20254,92,1,85800
Audi,Suv,2020,3206,17010,29000,52175,30012,1395,1545,2020,Auto,30259,110,1,166800
Nissan,Mid-Sized Sedan,2015,1541,8420,135000,35814,57498,1598,1205,2015,Auto,16439,85,1,43800
Mercedes-Benz,Sports Car,2012,3640,12090,133000,49662,49716,1796,1500,2011,Auto,58269,150,2,120800
Toyota,Mid-Sized Sedan,2015,1359,10480,110000,33791,65001,1598,1205,2015,Auto,19589,90,2,46500
Audi,Luxury Sedan,2019,3033,15720,34000,65276,40002,1984,1535,2019,Auto,38524,140,2,153800
Toyota,Mid-Sized Sedan,2010,3399,5660,73100,30897,33140,1497,1095,2010,Auto,12331,80,2,52800
Mercedes-Benz,Hatchback,2013,741,14150,73500,25016,67301,1595,1425,2013,Auto,25714,115,2,38888
Nissan,Suv,2016,2007,11710,86800,49356,56206,1997,1626,2016,Auto,23227,106,2,76800
Honda,Stationwagon,2017,2192,9860,55000,34790,46489,1496,1130,2016,Auto,19144,97,1,63800
Nissan,Suv,2016,1747,11680,95000,42794,55089,1997,1626,2016,Auto,22509,106,2,67800
Nissan,Suv,2019,2811,10810,6600,45810,35403,1997,1425,2018,Auto,23311,106,1,95800
Hyundai,Mid-Sized Sedan,2010,1300,6440,158000,11424,15988,1591,1264,2009,Auto,11406,89,3,22999
Toyota,Mid-Sized Sedan,2009,3019,6130,113081,24420,29485,1598,1195,2009,Auto,17853,80,3,50800
Audi,Sports Car,2008,2580,24150,70000,26398,36888,4163,1565,2008,Auto,142498,309,6,172800
Mercedes-Benz,Luxury Sedan,2016,1722,18410,75000,70842,50089,1991,1680,2015,Auto,52959,155,1,120800
Toyota,Mid-Sized Sedan,2009,2771,7070,158638,19817,26047,1496,1200,2008,Auto,15989,81,1,53800
Subaru,Mid-Sized Sedan,2008,2751,6600,140000,20818,27571,1498,1325,2008,Auto,13863,79,4,49800
Mercedes-Benz,Luxury Sedan,2017,2109,15050,71000,50025,50991,1595,1430,2017,Auto,28815,90,2,100800
Toyota,Mid-Sized Sedan,2015,1409,10970,75000,35729,67749,1598,1205,2015,Auto,19589,90,1,49800
Hummer,Suv,2009,2910,13870,91000,31607,39563,3653,2231,2008,Auto,28987,180,6,110800
Honda,Suv,2016,1782,11110,85223,30718,47300,1496,1190,2015,Auto,20571,96,1,59800
Honda,Hatchback,2009,1089,7510,148000,8944,14920,1339,1010,2009,Auto,14611,73,3,22500
Audi,Luxury Sedan,2017,2349,14250,35000,57875,57414,1395,1450,2017,Auto,32726,110,1,105800
Toyota,Luxury Sedan,2016,1983,11040,99000,55757,56410,2494,1475,2016,Auto,29570,133,2,76800
Honda,Hatchback,2010,1389,7810,112000,12674,16604,1339,1010,2010,Auto,15168,73,3,29800
Mercedes-Benz,Suv,2016,2013,21560,49000,69238,53001,1991,1735,2016,Auto,43761,155,2,145800
Lexus,Luxury Sedan,2016,1825,15050,88000,61871,56000,1998,1620,2016,Auto,37505,180,2,98800
Bmw,Luxury Sedan,2017,2322,13820,33421,56345,49012,1499,1425,2017,Auto,33232,100,2,104800
Suzuki,Hatchback,2009,1025,7200,129000,7196,12763,1242,1000,2008,Auto,11111,66,4,20300
Infiniti,Luxury Sedan,2015,1314,13280,48000,54252,75289,1991,1644,2014,Auto,35433,155,2,68800
Hyundai,Hatchback,2019,3106,9140,22000,41522,33009,1353,1240,2019,Auto,17850,95,1,86800
Lamborghini,Sports Car,2012,143,135920,30728,110488,92700,5204,1500,2011,Auto,177938,405,3,278888
Hyundai,Mid-Sized Sedan,2014,1224,8910,54700,24754,46880,1591,1292,2014,Auto,13838,97,1,36888
Toyota,Suv,2020,3153,13890,10000,58982,37705,1998,1695,2019,Auto,30808,170,1,137800
Mercedes-Benz,Suv,2020,3172,13650,15211,54379,35010,1595,1435,2019,Auto,28463,90,1,134800
Honda,Stationwagon,2016,1828,9780,80000,29255,47020,1496,1130,2016,Auto,17591,97,1,52800
Bmw,Sports Car,2011,3490,16580,106000,38985,40714,3999,1675,2010,Auto,86751,309,3,158800
Nissan,Mid-Sized Sedan,2008,804,7620,155240,7542,17099,1498,1110,2007,Auto,13631,80,2,16800
Toyota,Mid-Sized Sedan,2009,1050,7710,116100,7566,13088,1497,1095,2009,Auto,12104,80,3,22277
Mercedes-Benz,Luxury Sedan,2018,2740,20200,28054,81904,31302,1991,1615,2018,Auto,58787,155,1,190800
Hyundai,Mid-Sized Sedan,2016,1924,9150,57700,36924,51506,1591,1345,2016,Auto,12975,93,1,54800
Honda,Hatchback,2008,324,7900,104000,7339,19328,1339,1040,2008,Auto,14433,60,2,15000
Volkswagen,Hatchback,2015,1635,10770,45000,25425,42200,1395,1249,2014,Auto,19251,90,2,53000
Honda,Mpv,2016,1802,13950,45917,48678,51010,2356,1855,2016,Auto,29616,129,1,85800
Bmw,Luxury Sedan,2011,3639,7490,63732,49648,49716,1995,1390,2011,Auto,30911,100,2,74822
Volkswagen,Mid-Sized Sedan,2017,2179,9560,48000,46490,51106,1390,1417,2016,Auto,20867,90,2,67800
Mitsubishi,Mid-Sized Sedan,2009,1025,8090,216790,7196,12763,1499,1313,2009,Auto,18868,80,3,22800
Renault,Sports Car,2018,2664,16320,27000,50133,32551,1798,1430,2018,Auto,30800,205,2,136888
Volvo,Hatchback,2017,2299,10120,65000,42014,42902,1498,1454,2017,Auto,23530,90,1,73800
Toyota,Luxury Sedan,2008,324,7650,140000,7762,20441,2362,1540,2008,Auto,28436,123,3,14518
Honda,Suv,2018,2578,9550,25200,36982,38941,1496,1190,2018,Auto,21863,96,1,73800
Hyundai,Mid-Sized Sedan,2016,1677,9170,90000,31308,45002,1591,1292,2015,Auto,15100,97,2,49800
Mercedes-Benz,Luxury Sedan,2016,1705,26990,43000,128316,54920,2996,1935,2015,Auto,96961,245,2,199800
Mercedes-Benz,Suv,2019,2773,19520,55300,64624,31001,1991,1735,2018,Auto,44782,155,1,176000
Toyota,Mid-Sized Sedan,2015,1588,11030,27800,37347,57089,1598,1205,2015,Auto,17804,90,2,57000
Mercedes-Benz,Sports Car,2020,3447,26350,3688,96712,40690,1991,1635,2020,Auto,58688,310,1,288000
Bmw,Sports Car,2010,3399,11460,144000,32571,34935,2979,1525,2010,Auto,60576,250,6,106800
Bmw,Luxury Sedan,2013,902,17980,110000,54845,79300,1997,1615,2013,Auto,50910,180,2,73888
Mercedes-Benz,Hatchback,2016,1991,13170,51000,42091,50000,1595,1395,2016,Auto,23345,90,1,81800
Toyota,Mpv,2006,1849,7850,185000,24572,48479,2362,1780,2006,Auto,32961,125,3,39800
Mitsubishi,Mid-Sized Sedan,2018,2541,7610,29809,30623,38510,1193,940,2018,Auto,13719,59,1,55588
Mitsubishi,Mid-Sized Sedan,2009,1180,13530,190000,9497,14664,1499,1313,2009,Auto,16879,80,5,43800
Subaru,Suv,2018,2559,10730,55000,36771,37989,1995,1591,2018,Auto,13488,110,1,82000
Mercedes-Benz,Hatchback,2014,1108,13010,103000,29953,63190,1595,1425,2013,Auto,24674,90,2,47800
Hyundai,Mid-Sized Sedan,2019,2994,8350,24068,37892,32725,1591,1345,2019,Auto,14695,93,1,75888
Mazda,Suv,2016,1814,11980,68000,47965,51010,2488,1568,2016,Auto,28718,141,1,75800
Toyota,Mid-Sized Sedan,2012,23,11570,130000,13550,45799,1598,1195,2012,Auto,15101,90,2,20800
Mercedes-Benz,Luxury Sedan,2015,1415,16280,72000,60297,76612,1991,1655,2014,Auto,42793,135,1,86800
Mini,Hatchback,2018,2692,12300,24000,37050,31997,1499,1225,2018,Auto,25634,75,2,99800
Honda,Suv,2016,1853,10030,80897,30428,45504,1496,1190,2016,Auto,19752,96,3,55800
Toyota,Mid-Sized Sedan,2008,858,8400,139579,7135,15142,1496,1200,2008,Auto,14949,81,5,19800
Kia,Mid-Sized Sedan,2017,2322,9220,60155,39005,42902,1591,1295,2017,Auto,15569,95,1,66500
Mercedes-Benz,Luxury Sedan,2014,949,14490,148000,36581,74991,1595,1485,2013,Auto,29525,115,3,52000
Honda,Suv,2016,1768,10000,76177,29692,46009,1496,1190,2016,Auto,20350,96,1,53800
Mercedes-Benz,Luxury Sedan,2014,1104,16990,82000,32554,60002,1595,1430,2014,Auto,28669,90,2,62500
Bmw,Suv,2015,1468,21250,102432,85012,65501,2979,2030,2014,Auto,61676,225,2,128800
Bmw,Sports Car,2015,1314,24650,58000,61518,73990,2979,1470,2014,Auto,43993,240,3,115888
Toyota,Mpv,2008,2635,9240,182221,25289,34991,2362,1920,2008,Auto,36199,125,5,66800
